CustomerID,Name,Region,Email
944,David,,user944@mail.com
945,Bob ,West,user945@mail.com
946,Alice Sr.,South,user946@example.com
947,,South,
948,David Sr.,,user948@example.com
949,Bob Jr.,West,
950,Charlie Sr.,West,user950@example.com
951,Alice Sr.,South,user951@mail.com
952, Sr.,,
953,David ,East,user953@example.com
954,David ,,user954@example.com
955,David Jr.,North,user955@mail.com
956,David ,,user956@example.com
957,Bob Jr.,North,user957@example.com
958,Charlie,,
959,Bob ,,
960,Charlie ,,
961,Bob,North,user961@mail.com
962,Charlie Sr.,South,user962@example.com
963, Jr.,South,user963@mail.com
964,Bob ,North,
965,Bob Sr.,,user965@mail.com
966,Charlie ,East,
967, ,North,user967@mail.com
968, Sr.,North,
969,Alice,North,user969@mail.com
970,Eva,East,user970@example.com
971,Eva Jr.,,user971@mail.com
972,Alice Sr.,South,user972@mail.com
973,Alice ,South,user973@example.com
974,Eva Jr.,East,
975,Bob Sr.,,user975@example.com
976,David ,North,
977,,East,user977@mail.com
978,Eva,,user978@mail.com
979,Eva Sr.,South,user979@example.com
980,Alice Sr.,North,user980@example.com
981,Eva ,West,user981@mail.com
982,Alice Sr.,,
983, Sr.,East,user983@example.com
984,David Sr.,South,user984@mail.com
985,Eva ,North,
986,Alice,West,user986@example.com
987,Bob Jr.,North,user987@mail.com
988,Alice Sr.,,
989,David,South,
990,David,,
991,Alice Jr.,South,user991@mail.com
992, ,North,user992@example.com
993,Charlie ,East,user993@mail.com
994, Jr.,South,user994@mail.com
995,,North,user995@mail.com
996,Bob Sr.,East,user996@example.com
997,Charlie ,West,
998,David Sr.,,user998@mail.com
999,Bob ,West,
1000,David,East,user1000@example.com
